2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,1,ストレート,ボール,一直,ライナーアウト
2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,2,スライダー,見逃し,一直,ライナーアウト
2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,3,スライダー,見逃し,一直,ライナーアウト
2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,4,ストレート,ファウル,一直,ライナーアウト
2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,5,スライダー,ボール,一直,ライナーアウト
2019-08-01,読売,広島,1,表,0,メルセデス,西川龍馬,6,スライダー,一直,一直,ライナーアウト
